Provider_NPI,prescription_claim_count,total_billed_amount,average_billed_amount,total_paid_amount,average_paid_amount,average_days_supply,average_quantity_dispensed,average_processing_latency,average_retry_count,denial_rate,SLA_breach_rate
1097385919.0,1,658.75,658.75,486.79,486.79,90.0,104.0,2.0,3.0,0.0,0.0
1097408682.0,1,90.36,90.36,83.6,83.6,60.0,54.0,3.0,1.0,0.0,1.0
1097514934.0,1,796.11,796.11,578.45,578.45,30.0,35.0,3.0,0.0,1.0,1.0
1097555750.0,1,1571.09,1571.09,1466.65,1466.65,60.0,81.0,4.0,0.0,0.0,1.0
1097687830.0,1,305.94,305.94,251.39,251.39,60.0,53.0,3.0,0.0,0.0,1.0
1097752728.0,1,131.56,131.56,102.5,102.5,30.0,34.0,2.0,0.0,0.0,0.0
1097906643.0,1,523.0,523.0,454.82,454.82,30.0,26.0,0.0,1.0,0.0,0.0
1097916765.0,1,769.46,769.46,485.28,485.28,60.0,60.0,2.0,1.0,0.0,0.0
1098220355.0,1,119.37,119.37,97.23,97.23,30.0,36.0,3.0,0.0,0.0,1.0
1098763909.0,1,1634.64,1634.64,1283.78,1283.78,60.0,66.0,2.0,0.0,0.0,0.0
1099909680.0,1,631.94,631.94,501.31,501.31,30.0,41.0,3.0,0.0,0.0,1.0
1100235510.0,1,544.79,544.79,399.21,399.21,30.0,27.0,0.0,0.0,0.0,0.0
1100241274.0,1,133.26,133.26,92.87,92.87,60.0,82.0,1.0,0.0,1.0,0.0
1100321466.0,1,871.21,871.21,757.03,757.03,60.0,81.0,0.0,2.0,0.0,0.0
1100623397.0,1,206.12,206.12,172.05,172.05,30.0,41.0,4.0,0.0,0.0,1.0
1100690620.0,1,597.35,597.35,479.49,479.49,30.0,25.0,3.0,0.0,1.0,1.0
1100829306.0,1,440.36,440.36,334.41,334.41,60.0,78.0,1.0,1.0,0.0,0.0
1101619020.0,1,235.29,235.29,175.9,175.9,30.0,43.0,3.0,2.0,0.0,1.0
1102074661.0,1,1220.36,1220.36,1124.58,1124.58,60.0,89.0,1.0,1.0,1.0,0.0
1102204095.0,1,1016.41,1016.41,893.98,893.98,30.0,41.0,0.0,0.0,0.0,0.0
1102299490.0,1,165.77,165.77,131.25,131.25,90.0,119.0,1.0,0.0,0.0,0.0
1102910237.0,1,266.22,266.22,210.53,210.53,60.0,79.0,4.0,0.0,0.0,1.0
1102912542.0,1,500.57,500.57,338.86,338.86,30.0,32.0,1.0,3.0,0.0,0.0
1103169822.0,1,990.24,990.24,711.67,711.67,30.0,40.0,4.0,0.0,0.0,1.0
1103829453.0,1,515.66,515.66,462.12,462.12,30.0,45.0,3.0,2.0,0.0,1.0
1104429919.0,1,629.67,629.67,475.01,475.01,30.0,27.0,2.0,0.0,0.0,0.0
1104622065.0,1,138.69,138.69,100.34,100.34,30.0,25.0,2.0,0.0,0.0,0.0
1104747811.0,1,611.31,611.31,-454.17,-454.17,30.0,34.0,2.0,2.0,0.0,0.0
1104992621.0,1,664.15,664.15,625.32,625.32,60.0,64.0,0.0,0.0,0.0,0.0
1105113065.0,1,476.31,476.31,340.97,340.97,90.0,128.0,2.0,0.0,0.0,0.0
1105695940.0,1,590.52,590.52,405.76,405.76,60.0,69.0,2.0,0.0,0.0,0.0
1105887882.0,1,150.03,150.03,107.59,107.59,60.0,59.0,1.0,1.0,0.0,0.0
1106441265.0,1,782.56,782.56,592.99,592.99,60.0,71.0,2.0,2.0,0.0,0.0
1106699704.0,1,1187.22,1187.22,1048.53,1048.53,90.0,117.0,4.0,0.0,0.0,1.0
1107029798.0,1,1737.37,1737.37,1196.24,1196.24,90.0,73.0,0.0,0.0,0.0,0.0
1107213023.0,1,1507.53,1507.53,1409.63,1409.63,90.0,102.0,4.0,0.0,0.0,1.0
1107421116.0,1,460.16,460.16,424.16,424.16,30.0,26.0,0.0,0.0,0.0,0.0
1107555171.0,1,24.34,24.34,20.81,20.81,60.0,81.0,3.0,0.0,1.0,1.0
1108076678.0,1,103.72,103.72,73.45,73.45,90.0,111.0,4.0,2.0,0.0,1.0
1108943532.0,1,-1282.1,-1282.1,1172.58,1172.58,90.0,106.0,3.0,0.0,0.0,1.0
1109131899.0,1,1112.53,1112.53,935.26,935.26,60.0,67.0,1.0,2.0,0.0,0.0
1109230357.0,1,906.08,906.08,764.94,764.94,30.0,41.0,2.0,0.0,0.0,0.0
1109448042.0,1,2044.02,2044.02,1919.37,1919.37,90.0,97.0,4.0,0.0,1.0,1.0
1109665322.0,1,593.9,593.9,510.72,510.72,30.0,33.0,2.0,2.0,0.0,0.0
1110410568.0,1,640.4,640.4,389.14,389.14,60.0,50.0,4.0,0.0,0.0,1.0
1110705511.0,1,316.85,316.85,286.5,286.5,60.0,71.0,3.0,1.0,0.0,1.0
1110980725.0,1,887.83,887.83,831.7,831.7,30.0,44.0,2.0,3.0,0.0,0.0
1111136850.0,1,334.57,334.57,233.6,233.6,30.0,29.0,1.0,1.0,0.0,0.0
1111969317.0,1,156.94,156.94,128.8,128.8,60.0,64.0,2.0,1.0,0.0,0.0
1113084519.0,1,205.98,205.98,140.11,140.11,30.0,25.0,2.0,0.0,0.0,0.0
1113240164.0,1,851.66,851.66,709.85,709.85,30.0,42.0,0.0,2.0,0.0,0.0
1113334243.0,1,55.72,55.72,51.15,51.15,30.0,27.0,2.0,0.0,0.0,0.0
1113771897.0,1,128.14,128.14,118.66,118.66,30.0,30.0,1.0,0.0,0.0,0.0
1113816329.0,1,416.69,416.69,393.24,393.24,30.0,27.0,2.0,0.0,0.0,0.0
1114255092.0,1,466.06,466.06,335.62,335.62,90.0,107.0,2.0,3.0,0.0,0.0
1114341415.0,1,184.42,184.42,157.86,157.86,30.0,41.0,0.0,0.0,0.0,0.0
1114829150.0,1,114.15,114.15,72.99,72.99,60.0,50.0,1.0,0.0,0.0,0.0
1115101064.0,1,732.72,732.72,666.28,666.28,30.0,36.0,0.0,0.0,0.0,0.0
1115136723.0,1,287.62,287.62,235.71,235.71,30.0,32.0,2.0,2.0,0.0,0.0
1115180225.0,1,2060.26,2060.26,1556.45,1556.45,90.0,124.0,1.0,1.0,0.0,0.0
1115511038.0,1,505.02,505.02,363.41,363.41,30.0,25.0,3.0,0.0,0.0,1.0
1115553398.0,1,2566.56,2566.56,1628.42,1628.42,90.0,131.0,2.0,0.0,0.0,0.0
1115562902.0,1,958.99,958.99,813.47,813.47,60.0,60.0,0.0,3.0,0.0,0.0
1115639127.0,1,605.49,605.49,486.09,486.09,60.0,53.0,2.0,0.0,0.0,0.0
1115943771.0,1,72.91,72.91,49.42,49.42,30.0,40.0,4.0,0.0,1.0,1.0
1116215940.0,1,2356.71,2356.71,1922.84,1922.84,90.0,107.0,0.0,0.0,0.0,0.0
1116371041.0,1,896.13,896.13,791.55,791.55,60.0,85.0,2.0,0.0,0.0,0.0
1117233697.0,1,11.71,11.71,7.61,7.61,30.0,28.0,1.0,3.0,0.0,0.0
1117556642.0,2,2853.08,1426.54,2541.34,1270.67,90.0,135.0,0.0,0.0,0.0,0.0
1117813573.0,1,295.43,295.43,226.52,226.52,30.0,41.0,3.0,1.0,0.0,1.0
1117865546.0,1,560.23,560.23,429.83,429.83,30.0,36.0,2.0,0.0,0.0,0.0
1118170182.0,1,189.88,189.88,121.66,121.66,30.0,41.0,4.0,0.0,0.0,1.0
1118275836.0,1,174.04,174.04,158.6,158.6,30.0,42.0,3.0,0.0,0.0,1.0
1118553907.0,1,471.69,471.69,444.33,444.33,30.0,30.0,,0.0,0.0,0.0
1118563477.0,1,479.13,479.13,-390.53,-390.53,30.0,41.0,1.0,1.0,1.0,0.0
1118755574.0,1,250.96,250.96,219.74,219.74,30.0,35.0,3.0,0.0,0.0,1.0
1118909502.0,1,400.78,400.78,318.59,318.59,30.0,35.0,2.0,0.0,0.0,0.0
1119194152.0,1,333.2,333.2,279.71,279.71,30.0,38.0,2.0,0.0,0.0,0.0
1119210650.0,1,442.25,442.25,869.08,869.08,60.0,54.0,1.0,2.0,1.0,0.0
1119639604.0,1,407.93,407.93,352.95,352.95,30.0,30.0,1.0,1.0,1.0,0.0
1119832998.0,1,850.75,850.75,666.27,666.27,30.0,35.0,3.0,0.0,0.0,1.0
1120302287.0,1,276.13,276.13,172.21,172.21,30.0,29.0,0.0,0.0,1.0,0.0
1120519937.0,1,586.91,586.91,546.03,546.03,60.0,67.0,3.0,3.0,0.0,1.0
1120939662.0,1,1995.28,1995.28,1484.57,1484.57,60.0,85.0,1.0,3.0,0.0,0.0
1121718252.0,1,171.09,171.09,149.59,149.59,30.0,44.0,3.0,3.0,0.0,1.0
1122461575.0,1,888.2,888.2,593.01,593.01,30.0,42.0,2.0,1.0,0.0,0.0
1122883642.0,1,1172.9,1172.9,1082.58,1082.58,60.0,63.0,4.0,0.0,1.0,1.0
1123340875.0,1,385.46,385.46,366.05,366.05,30.0,37.0,1.0,0.0,0.0,0.0
1123580813.0,1,106.18,106.18,86.45,86.45,30.0,39.0,1.0,2.0,1.0,0.0
1123756656.0,1,519.56,519.56,461.35,461.35,30.0,41.0,4.0,0.0,0.0,1.0
1124893338.0,1,744.88,744.88,675.81,675.81,60.0,68.0,2.0,0.0,0.0,0.0
1125355062.0,1,111.98,111.98,97.33,97.33,30.0,41.0,3.0,1.0,1.0,1.0
1126416457.0,1,485.41,485.41,394.38,394.38,30.0,27.0,3.0,0.0,0.0,1.0
1126635706.0,1,199.97,199.97,139.13,139.13,30.0,29.0,0.0,0.0,0.0,0.0
1126835390.0,1,270.92,270.92,228.86,228.86,30.0,28.0,1.0,0.0,1.0,0.0
1126858076.0,1,1270.49,1270.49,1005.94,1005.94,60.0,52.0,2.0,1.0,1.0,0.0
1127590957.0,1,656.62,656.62,546.71,546.71,60.0,62.0,3.0,0.0,0.0,1.0
1127714674.0,1,531.28,531.28,327.8,327.8,30.0,38.0,1.0,0.0,0.0,0.0
1128970394.0,1,635.54,635.54,456.18,456.18,30.0,34.0,3.0,0.0,0.0,1.0
1129083403.0,1,1598.15,1598.15,1030.81,1030.81,60.0,78.0,2.0,0.0,1.0,0.0
1129091098.0,2,5383.16,2691.58,3521.92,1760.96,90.0,114.0,4.0,1.0,0.0,1.0
1129460526.0,1,805.38,805.38,630.6,630.6,30.0,41.0,3.0,3.0,0.0,1.0
1130032471.0,1,421.88,421.88,373.03,373.03,30.0,29.0,4.0,1.0,0.0,1.0
1130440772.0,1,179.95,179.95,130.15,130.15,30.0,28.0,3.0,0.0,0.0,1.0
1130600464.0,1,573.66,573.66,465.51,465.51,60.0,86.0,0.0,0.0,0.0,0.0
1130615122.0,1,271.89,271.89,183.55,183.55,90.0,105.0,4.0,0.0,0.0,1.0
1130624755.0,1,649.39,649.39,450.9,450.9,90.0,80.0,2.0,0.0,0.0,0.0
1131080247.0,1,468.69,468.69,431.96,431.96,30.0,25.0,0.0,0.0,0.0,0.0
1131330746.0,1,397.88,397.88,349.79,349.79,60.0,85.0,4.0,1.0,0.0,1.0
1131822436.0,1,466.17,466.17,308.1,308.1,30.0,29.0,0.0,0.0,0.0,0.0
1131823801.0,1,685.27,685.27,595.56,595.56,60.0,62.0,3.0,0.0,1.0,1.0
1131864767.0,1,849.45,849.45,696.84,696.84,30.0,41.0,0.0,0.0,0.0,0.0
1131985647.0,1,675.92,675.92,519.48,519.48,30.0,39.0,1.0,3.0,0.0,0.0
1132267014.0,1,2856.15,2856.15,2358.69,2358.69,90.0,128.0,3.0,0.0,0.0,1.0
1132748971.0,1,577.99,577.99,388.15,388.15,30.0,40.0,3.0,2.0,1.0,1.0
1132925818.0,1,36.78,36.78,23.04,23.04,30.0,38.0,2.0,0.0,0.0,0.0
1133841396.0,1,891.18,891.18,653.39,653.39,30.0,37.0,0.0,0.0,0.0,0.0
1134068474.0,1,1619.97,1619.97,1212.85,1212.85,60.0,65.0,4.0,2.0,0.0,1.0
1134121175.0,1,644.36,644.36,509.55,509.55,60.0,54.0,2.0,1.0,0.0,0.0
1134243771.0,1,212.16,212.16,149.96,149.96,30.0,40.0,1.0,0.0,1.0,0.0
1134404653.0,1,737.65,737.65,512.65,512.65,30.0,35.0,4.0,0.0,0.0,1.0
1134736879.0,1,574.98,574.98,500.94,500.94,30.0,36.0,1.0,0.0,0.0,0.0
1134877210.0,1,390.98,390.98,293.05,293.05,30.0,25.0,0.0,0.0,0.0,0.0
1135367739.0,1,1458.61,1458.61,1119.4,1119.4,60.0,62.0,3.0,3.0,0.0,1.0
1135404705.0,1,946.97,946.97,861.73,861.73,30.0,42.0,4.0,0.0,1.0,1.0
1135439941.0,1,104.39,104.39,93.08,93.08,30.0,30.0,2.0,0.0,1.0,0.0
1135486079.0,1,476.47,476.47,322.42,322.42,60.0,72.0,0.0,1.0,0.0,0.0
1135770330.0,1,66.98,66.98,46.13,46.13,30.0,32.0,1.0,2.0,0.0,0.0
1136527549.0,2,3166.96,1583.48,2105.44,1052.72,90.0,75.0,1.0,0.0,0.0,0.0
1136753635.0,1,422.31,422.31,388.24,388.24,30.0,25.0,4.0,0.0,0.0,1.0
1137173715.0,1,416.05,416.05,599.75,599.75,60.0,85.0,2.0,0.0,0.0,0.0
1137246351.0,1,549.3,549.3,430.97,430.97,30.0,44.0,1.0,3.0,0.0,0.0
1137720221.0,1,849.19,849.19,549.22,549.22,30.0,45.0,1.0,0.0,1.0,0.0
1137963059.0,1,1596.62,1596.62,1317.05,1317.05,60.0,69.0,4.0,1.0,0.0,1.0
1138399576.0,1,249.0,249.0,207.1,207.1,30.0,24.0,2.0,3.0,0.0,0.0
1138450333.0,1,229.05,229.05,199.52,199.52,30.0,39.0,0.0,0.0,1.0,0.0
1138538503.0,1,549.46,549.46,453.27,453.27,30.0,31.0,0.0,0.0,0.0,0.0
1138659568.0,1,178.2,178.2,157.73,157.73,30.0,30.0,1.0,0.0,0.0,0.0
1139006541.0,1,548.54,548.54,336.25,336.25,30.0,28.0,1.0,2.0,0.0,0.0
1139376404.0,1,581.81,581.81,543.39,543.39,30.0,34.0,0.0,0.0,0.0,0.0
1139603127.0,1,706.99,706.99,543.84,543.84,30.0,32.0,4.0,0.0,0.0,1.0
1140231093.0,1,704.55,704.55,606.92,606.92,30.0,31.0,2.0,0.0,0.0,0.0
1140372542.0,1,789.2,789.2,620.11,620.11,30.0,34.0,1.0,2.0,0.0,0.0
1140819346.0,1,1508.34,1508.34,1202.35,1202.35,90.0,82.0,1.0,0.0,1.0,0.0
1141137284.0,1,715.44,715.44,642.6,642.6,30.0,32.0,0.0,0.0,0.0,0.0
1141181403.0,1,204.46,204.46,185.21,185.21,30.0,30.0,2.0,2.0,0.0,0.0
1141234798.0,1,239.55,239.55,164.8,164.8,30.0,26.0,4.0,2.0,1.0,1.0
1141414069.0,1,662.55,662.55,439.25,439.25,30.0,43.0,1.0,0.0,0.0,0.0
1141420215.0,1,261.69,261.69,226.47,226.47,60.0,80.0,0.0,0.0,0.0,0.0
1141535298.0,1,1003.58,1003.58,917.93,917.93,30.0,43.0,2.0,1.0,1.0,0.0
1141773820.0,1,2356.73,2356.73,1515.89,1515.89,90.0,106.0,2.0,0.0,0.0,0.0
1142317023.0,1,553.63,553.63,369.42,369.42,30.0,36.0,4.0,0.0,0.0,1.0
1142757553.0,1,1384.33,1384.33,1062.66,1062.66,60.0,88.0,4.0,3.0,0.0,1.0
1142856262.0,1,590.77,590.77,491.93,491.93,30.0,35.0,0.0,2.0,0.0,0.0
1143230474.0,1,470.18,470.18,401.03,401.03,30.0,45.0,1.0,0.0,0.0,0.0
1143304766.0,1,269.13,269.13,208.29,208.29,30.0,40.0,4.0,1.0,0.0,1.0
1143633247.0,1,173.1,173.1,116.68,116.68,60.0,73.0,0.0,0.0,0.0,0.0
1143837202.0,1,576.26,576.26,378.07,378.07,30.0,26.0,2.0,3.0,0.0,0.0
1144447505.0,1,68.31,68.31,47.21,47.21,30.0,26.0,0.0,0.0,0.0,0.0
1144728852.0,1,203.07,203.07,172.5,172.5,30.0,30.0,2.0,0.0,0.0,0.0
1145114552.0,1,212.43,212.43,150.69,150.69,30.0,44.0,0.0,0.0,0.0,0.0
1145393560.0,1,82.84,82.84,74.47,74.47,60.0,89.0,2.0,0.0,0.0,0.0
1146272204.0,1,678.79,678.79,545.33,545.33,30.0,29.0,2.0,1.0,0.0,0.0
1146623717.0,1,482.37,482.37,408.82,408.82,60.0,49.0,3.0,3.0,0.0,1.0
1146683068.0,1,2100.89,2100.89,1903.38,1903.38,90.0,85.0,4.0,0.0,0.0,1.0
1147674301.0,1,22.6,22.6,18.65,18.65,30.0,39.0,0.0,1.0,0.0,0.0
1147937079.0,1,38.57,38.57,32.93,32.93,30.0,37.0,3.0,0.0,0.0,1.0
1148843631.0,1,-1609.88,-1609.88,1212.2,1212.2,60.0,73.0,1.0,2.0,0.0,0.0
1148865076.0,1,1747.66,1747.66,1143.63,1143.63,60.0,87.0,4.0,2.0,0.0,1.0
1149521758.0,1,134.22,134.22,88.33,88.33,30.0,38.0,3.0,0.0,1.0,1.0
1149744726.0,1,958.47,958.47,659.75,659.75,30.0,40.0,2.0,0.0,0.0,0.0
1149766173.0,1,2245.87,2245.87,1494.96,1494.96,90.0,104.0,0.0,3.0,0.0,0.0
1150106148.0,1,981.81,981.81,825.28,825.28,60.0,57.0,1.0,0.0,0.0,0.0
1150204023.0,1,1166.41,1166.41,797.23,797.23,60.0,89.0,4.0,0.0,0.0,1.0
1150668795.0,1,1211.36,1211.36,741.53,741.53,90.0,135.0,0.0,2.0,0.0,0.0
1150769152.0,2,3038.56,1519.28,2166.34,1083.17,90.0,133.0,4.0,2.0,0.0,1.0
1151021081.0,1,837.35,837.35,660.62,660.62,30.0,37.0,3.0,0.0,0.0,1.0
1151292624.0,1,1298.52,1298.52,799.7,799.7,60.0,88.0,3.0,0.0,0.0,1.0
1151728400.0,1,713.84,713.84,591.73,591.73,90.0,124.0,2.0,0.0,0.0,0.0
1151855698.0,1,743.53,743.53,-516.85,-516.85,30.0,40.0,4.0,2.0,0.0,1.0
1152011881.0,1,72.54,72.54,46.52,46.52,30.0,28.0,3.0,2.0,0.0,1.0
1152185703.0,1,896.71,896.71,732.02,732.02,30.0,36.0,3.0,2.0,1.0,1.0
1152407534.0,1,252.25,252.25,221.51,221.51,30.0,42.0,3.0,0.0,1.0,1.0
1153054014.0,1,2840.06,2840.06,2243.83,2243.83,90.0,127.0,0.0,3.0,0.0,0.0
1153419453.0,1,461.49,461.49,328.31,328.31,30.0,36.0,1.0,1.0,0.0,0.0
1153855789.0,1,517.18,517.18,397.16,397.16,30.0,31.0,0.0,0.0,0.0,0.0
1153984818.0,1,1924.04,1924.04,1486.58,1486.58,90.0,101.0,4.0,0.0,0.0,1.0
1154244872.0,1,194.24,194.24,146.7,146.7,30.0,27.0,3.0,2.0,0.0,1.0
1154251177.0,1,400.94,400.94,362.66,362.66,30.0,43.0,3.0,1.0,0.0,1.0
1154652024.0,1,224.47,224.47,209.69,209.69,30.0,38.0,1.0,2.0,0.0,0.0
1154794096.0,1,441.19,441.19,360.6,360.6,30.0,36.0,4.0,0.0,0.0,1.0
1155518572.0,1,800.97,800.97,757.01,757.01,60.0,53.0,4.0,0.0,0.0,1.0
1155642915.0,1,730.66,730.66,440.7,440.7,30.0,34.0,2.0,1.0,1.0,0.0
1155948228.0,1,1403.43,1403.43,947.14,947.14,90.0,73.0,1.0,0.0,0.0,0.0
1156074017.0,1,693.48,693.48,641.93,641.93,30.0,37.0,1.0,0.0,0.0,0.0
1156185648.0,1,532.08,532.08,500.38,500.38,60.0,52.0,0.0,1.0,0.0,0.0
1156585529.0,1,31.8,31.8,27.0,27.0,60.0,56.0,2.0,1.0,1.0,0.0
1156640869.0,1,686.49,686.49,464.51,464.51,30.0,35.0,1.0,2.0,0.0,0.0
1156648400.0,1,986.56,986.56,698.84,698.84,90.0,92.0,2.0,0.0,0.0,0.0
1156762548.0,1,605.95,605.95,410.58,410.58,60.0,82.0,0.0,0.0,0.0,0.0
1157303123.0,1,256.78,256.78,235.33,235.33,30.0,26.0,2.0,0.0,0.0,0.0
1158234003.0,1,780.74,780.74,646.71,646.71,60.0,55.0,0.0,2.0,0.0,0.0
1159237853.0,1,653.64,653.64,520.6,520.6,30.0,31.0,2.0,3.0,0.0,0.0
1159245460.0,1,599.3,599.3,495.15,495.15,60.0,52.0,4.0,0.0,0.0,1.0
1159312312.0,1,124.99,124.99,83.73,83.73,60.0,49.0,3.0,0.0,1.0,1.0
1159348124.0,1,469.56,469.56,295.47,295.47,90.0,83.0,0.0,0.0,0.0,0.0
1160097198.0,1,1878.53,1878.53,1561.51,1561.51,60.0,83.0,3.0,3.0,0.0,1.0
1160159999.0,1,778.31,778.31,695.06,695.06,60.0,65.0,4.0,0.0,0.0,1.0
1160592305.0,1,805.08,805.08,642.37,642.37,60.0,48.0,0.0,0.0,0.0,0.0
1160754643.0,1,1389.54,1389.54,2674.24,2674.24,60.0,58.0,0.0,0.0,0.0,0.0
1160892587.0,1,2751.78,2751.78,2199.66,2199.66,90.0,127.0,2.0,0.0,0.0,0.0
1161463098.0,1,313.36,313.36,192.95,192.95,30.0,36.0,4.0,1.0,0.0,1.0
1161894334.0,1,1325.11,1325.11,1032.3,1032.3,90.0,123.0,3.0,2.0,0.0,1.0
1162489757.0,1,985.73,985.73,780.34,780.34,30.0,43.0,4.0,0.0,0.0,1.0
1162667799.0,1,998.29,998.29,638.93,638.93,90.0,102.0,1.0,3.0,0.0,0.0
1163176662.0,1,198.92,198.92,139.97,139.97,30.0,39.0,1.0,0.0,1.0,0.0
1164561701.0,1,810.58,810.58,728.33,728.33,60.0,88.0,1.0,1.0,0.0,0.0
1164690689.0,1,140.39,140.39,86.39,86.39,30.0,37.0,3.0,0.0,0.0,1.0
1164779654.0,1,682.66,682.66,606.26,606.26,60.0,76.0,2.0,1.0,0.0,0.0
1164842152.0,1,916.54,916.54,697.63,697.63,90.0,126.0,3.0,3.0,0.0,1.0
1165258171.0,1,45.36,45.36,34.04,34.04,30.0,24.0,1.0,0.0,0.0,0.0
1165338455.0,1,387.09,387.09,258.4,258.4,30.0,32.0,4.0,0.0,0.0,1.0
1165746000.0,1,813.81,813.81,631.2,631.2,30.0,44.0,4.0,0.0,0.0,1.0
1165916769.0,1,1961.77,1961.77,1265.11,1265.11,90.0,107.0,0.0,0.0,0.0,0.0
1165949150.0,1,298.65,298.65,251.26,251.26,30.0,26.0,2.0,0.0,0.0,0.0
1166509310.0,1,921.96,921.96,679.74,679.74,30.0,40.0,1.0,2.0,0.0,0.0
1166757664.0,1,1284.29,1284.29,1023.58,1023.58,60.0,87.0,0.0,2.0,0.0,0.0
1166917134.0,1,355.75,355.75,294.98,294.98,30.0,26.0,3.0,0.0,0.0,1.0
1166946343.0,1,582.06,582.06,449.86,449.86,30.0,26.0,0.0,3.0,1.0,0.0
1167235541.0,1,-185.1,-185.1,141.02,141.02,30.0,39.0,3.0,0.0,0.0,1.0
1167285725.0,1,1834.85,1834.85,1110.57,1110.57,60.0,84.0,2.0,0.0,0.0,0.0
1167645088.0,1,799.32,799.32,639.68,639.68,30.0,35.0,3.0,3.0,0.0,1.0
1167962802.0,1,1572.48,1572.48,1486.94,1486.94,60.0,83.0,3.0,0.0,1.0,1.0
1168113128.0,1,647.42,647.42,407.79,407.79,90.0,133.0,2.0,0.0,0.0,0.0
1169301810.0,1,-843.08,-843.08,639.22,639.22,30.0,37.0,1.0,0.0,0.0,0.0
1170228880.0,1,847.55,847.55,728.4,728.4,30.0,41.0,2.0,3.0,0.0,0.0
1170376322.0,1,557.48,557.48,416.5,416.5,60.0,86.0,2.0,0.0,0.0,0.0
1170400526.0,1,943.48,943.48,879.79,879.79,60.0,65.0,2.0,2.0,0.0,0.0
1170545426.0,1,1840.72,1840.72,1223.3,1223.3,60.0,82.0,2.0,2.0,0.0,0.0
1170803427.0,1,822.35,822.35,694.94,694.94,30.0,40.0,3.0,0.0,0.0,1.0
1171236614.0,1,927.09,927.09,567.54,567.54,60.0,65.0,0.0,2.0,0.0,0.0
1171795541.0,1,285.5,285.5,218.81,218.81,30.0,35.0,0.0,2.0,0.0,0.0
1171917810.0,1,1272.52,1272.52,1196.83,1196.83,90.0,113.0,4.0,2.0,0.0,1.0
1172584444.0,1,1645.3,1645.3,1407.84,1407.84,60.0,78.0,0.0,0.0,0.0,0.0
1172922417.0,1,376.12,376.12,342.12,342.12,30.0,30.0,2.0,1.0,0.0,0.0
1173615550.0,1,508.77,508.77,378.11,378.11,30.0,29.0,2.0,0.0,0.0,0.0
1173623631.0,1,1752.49,1752.49,1243.54,1243.54,90.0,85.0,1.0,0.0,0.0,0.0
1174704329.0,1,743.73,743.73,534.18,534.18,60.0,64.0,0.0,0.0,0.0,0.0
1175023109.0,1,196.01,196.01,172.27,172.27,30.0,38.0,4.0,0.0,0.0,1.0
1175046843.0,1,2636.72,2636.72,1957.51,1957.51,90.0,133.0,1.0,2.0,1.0,0.0
1175398339.0,1,814.5,814.5,761.32,761.32,30.0,37.0,0.0,0.0,0.0,0.0
1175524252.0,1,698.16,698.16,645.46,645.46,30.0,28.0,1.0,0.0,0.0,0.0
1175922922.0,1,179.98,179.98,159.23,159.23,30.0,28.0,4.0,1.0,1.0,1.0
1175992044.0,1,21.54,21.54,20.0,20.0,30.0,36.0,0.0,3.0,0.0,0.0
1176077987.0,1,1176.0,1176.0,988.28,988.28,90.0,104.0,1.0,3.0,0.0,0.0
1177237015.0,2,485.14,242.57,304.22,152.11,30.0,28.0,2.0,0.0,0.0,0.0
1178199189.0,1,188.87,188.87,119.58,119.58,30.0,43.0,4.0,3.0,0.0,1.0
1178794331.0,1,59.24,59.24,36.4,36.4,90.0,128.0,4.0,0.0,0.0,1.0
1179528836.0,1,25.65,25.65,22.67,22.67,30.0,36.0,3.0,0.0,0.0,1.0
1180092553.0,1,251.59,251.59,167.05,167.05,30.0,30.0,0.0,0.0,0.0,0.0
1180138860.0,2,55.72,27.86,52.44,26.22,30.0,28.0,4.0,0.0,0.0,1.0
1180865389.0,1,2491.52,2491.52,1557.75,1557.75,90.0,113.0,0.0,2.0,0.0,0.0
1180921015.0,1,660.69,660.69,435.79,435.79,30.0,27.0,1.0,0.0,0.0,0.0
1181151237.0,1,253.24,253.24,162.89,162.89,30.0,24.0,0.0,3.0,0.0,0.0
1181614512.0,1,1184.75,1184.75,789.04,789.04,90.0,112.0,4.0,1.0,1.0,1.0
1182341919.0,1,248.43,248.43,219.79,219.79,90.0,81.0,0.0,2.0,0.0,0.0
1182344133.0,1,2350.05,2350.05,1782.22,1782.22,90.0,103.0,1.0,1.0,0.0,0.0
1183435109.0,1,164.03,164.03,122.38,122.38,30.0,44.0,3.0,0.0,0.0,1.0
1183542450.0,1,357.89,357.89,325.08,325.08,30.0,37.0,3.0,1.0,0.0,1.0
1183958228.0,1,96.88,96.88,72.93,72.93,60.0,61.0,1.0,0.0,0.0,0.0
1184109497.0,1,171.18,171.18,127.12,127.12,30.0,25.0,0.0,1.0,0.0,0.0
1184372730.0,1,256.9,256.9,183.83,183.83,30.0,34.0,3.0,1.0,0.0,1.0
1184379255.0,1,528.24,528.24,344.5,344.5,30.0,36.0,4.0,0.0,1.0,1.0
1184414583.0,1,187.75,187.75,136.04,136.04,30.0,25.0,2.0,0.0,0.0,0.0
1184644174.0,1,682.4,682.4,491.14,491.14,30.0,37.0,3.0,0.0,0.0,1.0
1185183204.0,1,58.95,58.95,38.34,38.34,30.0,33.0,1.0,3.0,0.0,0.0
1185295832.0,1,993.86,993.86,878.08,878.08,90.0,80.0,2.0,0.0,1.0,0.0
1185367067.0,1,83.4,83.4,59.78,59.78,30.0,29.0,3.0,0.0,0.0,1.0
1185427821.0,1,254.04,254.04,186.98,186.98,30.0,31.0,0.0,2.0,0.0,0.0
