NDC_Code,number_of_prescriptions,drug_name,average_billed_amount,median_billed_amount,average_paid_amount,average_allowed_amount,average_days_supply,average_quantity_dispensed
18302-312-25,1,CEFOXITIN SODIUM,173.1,173.1,116.68,116.68,60.0,73.0
18305-171-82,1,AZITHROMYCIN,205.46,205.46,143.7,143.7,30.0,28.0
18349-408-46,1,TYLENOL-CODEINE NO.3,523.0,523.0,454.82,454.82,30.0,26.0
18374-907-24,1,TEFLARO,446.5,446.5,336.26,336.26,30.0,32.0
18437-425-96,1,MERREM,89.34,89.34,55.53,55.53,30.0,37.0
18477-451-92,1,CLOZAPINE ODT,448.21,448.21,421.15,421.15,30.0,38.0
18491-165-32,1,BUTRANS,586.35,586.35,362.77,362.77,30.0,42.0
18511-741-16,1,ORBACTIV,321.88,321.88,222.04,222.04,30.0,40.0
18514-307-72,1,PFIZERPEN,174.04,174.04,158.6,158.6,30.0,42.0
18572-857-16,1,VIBRAMYCIN,138.29,138.29,89.92,89.92,30.0,25.0
18573-317-89,1,MACRODANTIN,524.2,524.2,420.0,420.0,30.0,43.0
18585-145-51,1,BUTALB-CAFF-ACETAMINOPH-CODEIN,8.98,8.98,7.45,7.45,30.0,27.0
18618-152-21,1,VANCOMYCIN HCL,605.95,605.95,410.58,410.58,60.0,82.0
18653-688-42,1,MINOCIN,759.72,759.72,685.56,685.56,30.0,34.0
18654-644-31,1,OXYMORPHONE HCL,613.72,613.72,512.64,512.64,30.0,43.0
18721-124-20,1,SPECTRACEF,537.7,537.7,431.89,431.89,30.0,40.0
18727-494-91,1,ARYMO ER,828.63,828.63,643.02,643.02,30.0,35.0
18751-303-94,1,RYBIX ODT,177.58,177.58,115.76,115.76,30.0,26.0
18878-530-27,1,MOXATAG,1752.81,1752.81,1132.33,1132.33,60.0,82.0
18904-423-81,1,TIMENTIN,1366.43,1366.43,835.05,835.05,90.0,79.0
18937-564-48,1,DAXBIA,328.45,328.45,267.84,267.84,30.0,25.0
18942-172-74,1,FANAPT,198.37,198.37,137.29,137.29,90.0,93.0
18944-527-89,1,CEFTAZIDIME,111.98,111.98,97.33,97.33,30.0,41.0
18947-919-69,1,ZITHROMAX,451.0,451.0,335.72,335.72,90.0,113.0
18957-992-42,1,ORAP,197.07,197.07,148.95,148.95,30.0,33.0
18977-966-75,1,SUBSYS,446.3,446.3,415.89,415.89,90.0,131.0
18990-165-43,1,KIMYRSA,306.93,306.93,190.33,190.33,60.0,54.0
18999-335-39,1,CEFEPIME-DEXTROSE,1176.98,1176.98,892.77,892.77,60.0,49.0
19030-997-68,1,INVEGA HAFYERA,272.22,272.22,229.81,229.81,90.0,93.0
19032-226-98,1,TYLOX,1098.98,1098.98,1014.14,1014.14,90.0,72.0
19067-572-53,1,PRIMSOL,262.8,262.8,246.36,246.36,30.0,26.0
19142-516-53,1,IBUDONE,251.3,251.3,210.64,210.64,30.0,43.0
19143-154-37,1,SUBSYS,810.25,810.25,566.88,566.88,30.0,39.0
19154-649-81,1,VANCOCIN HCL,593.9,593.9,510.72,510.72,30.0,33.0
19204-165-73,1,FLAGYL,2491.52,2491.52,1557.75,1557.75,90.0,113.0
19214-259-27,1,METHADONE INTENSOL,416.23,416.23,308.5,308.5,30.0,41.0
19224-295-13,1,RISPERIDONE ODT,165.45,165.45,108.57,108.57,30.0,44.0
19226-699-51,1,AMPICILLIN TRIHYDRATE,699.68,699.68,590.45,590.45,30.0,42.0
19257-480-39,1,OXYCODONE HCL-ACETAMINOPHEN,497.16,497.16,420.93,420.93,30.0,35.0
19269-943-29,1,LURASIDONE HCL,1000.11,1000.11,895.54,895.54,90.0,73.0
19270-785-31,1,NEOMYCIN SULFATE,703.46,703.46,467.47,467.47,30.0,37.0
19285-694-50,1,FIORINAL WITH CODEINE #3,887.83,887.83,831.7,831.7,30.0,44.0
19378-552-21,1,TINIDAZOLE,1298.52,1298.52,799.7,799.7,60.0,88.0
19513-250-51,1,CIPROFLOXACIN,313.36,313.36,192.95,192.95,30.0,36.0
19514-956-57,1,FLUPHENAZINE DECANOATE,874.84,874.84,599.8,599.8,60.0,76.0
19527-396-81,1,CIPROFLOXACIN ER,616.92,616.92,560.26,560.26,30.0,28.0
19533-152-42,1,NUCYNTA,40.18,40.18,33.32,33.32,30.0,31.0
19559-798-72,1,SULFADIAZINE,896.49,896.49,724.89,724.89,30.0,39.0
19595-877-26,1,CHLORPROMAZINE HCL,680.35,680.35,510.49,510.49,30.0,35.0
19611-502-27,1,AMOXICILLIN-CLAVULANATE POT ER,442.68,442.68,362.4,362.4,60.0,70.0
19642-783-49,1,AMPICILLIN-SULBACTAM,47.22,47.22,30.73,30.73,30.0,32.0
19651-405-85,1,ARIKAYCE,839.53,839.53,685.05,685.05,30.0,41.0
19663-710-64,1,DICLOXACILLIN SODIUM,464.95,464.95,440.65,440.65,30.0,26.0
19719-680-63,1,NUPLAZID,735.03,735.03,558.07,558.07,90.0,105.0
19732-693-27,1,NITROFURANTOIN,2386.88,2386.88,1710.35,1710.35,90.0,120.0
19742-431-86,1,ORAP,509.17,509.17,433.03,433.03,30.0,32.0
19775-534-72,1,DOXYCYCLINE MONOHYDRATE,38.57,38.57,32.93,32.93,30.0,37.0
19783-753-63,1,NORCO,767.31,767.31,585.53,585.53,30.0,35.0
19786-889-94,1,CLARITHROMYCIN ER,32.9,32.9,20.35,20.35,30.0,27.0
19800-802-76,1,ZINACEF,1026.62,1026.62,806.18,806.18,30.0,42.0
19811-358-98,1,TYLOX,1036.86,1036.86,698.81,698.81,60.0,64.0
19831-658-24,1,VANCOMYCIN HCL,192.76,192.76,348.73,139.54,60.0,73.0
19842-434-25,1,ZERBAXA,109.22,109.22,80.57,80.57,30.0,29.0
19884-420-17,1,TINDAMAX,583.81,583.81,540.32,540.32,30.0,32.0
19943-127-36,1,CIPROFLOXACIN ER,1744.12,1744.12,1218.64,1218.64,60.0,89.0
19999-385-56,1,XENLETA,286.73,286.73,233.38,233.38,60.0,58.0
20097-375-91,1,NUCYNTA ER,574.93,574.93,529.75,529.75,30.0,30.0
20139-668-65,1,LORCET 10-650,473.6,473.6,357.12,357.12,60.0,88.0
20197-955-17,1,HYSINGLA ER,112.8,112.8,95.76,95.76,30.0,33.0
20291-293-53,1,DOXYCYCLINE HYCLATE,558.82,558.82,371.47,371.47,30.0,33.0
20300-899-15,1,CEFPODOXIME PROXETIL,1021.83,1021.83,905.03,905.03,90.0,97.0
20303-770-11,1,BAXDELA,118.77,118.77,95.1,95.1,30.0,40.0
20327-517-88,1,AMOXICILLIN-CLAVULANATE POTASS,314.35,314.35,215.71,215.71,60.0,66.0
20351-425-46,1,NAFCILLIN,912.47,912.47,548.39,548.39,30.0,44.0
20367-311-18,1,CEFOTAN,766.83,766.83,514.07,514.07,30.0,38.0
20380-797-78,1,ARYMO ER,714.75,714.75,549.33,549.33,30.0,35.0
20394-949-46,1,VICODIN HP,786.78,786.78,486.06,486.06,30.0,33.0
20406-386-93,1,SIVEXTRO,1111.45,1111.45,932.28,932.28,60.0,61.0
20411-212-65,1,HALOPERIDOL DECANOATE,769.14,769.14,467.93,467.93,60.0,64.0
20414-764-89,1,MINOLIRA ER,901.16,901.16,792.94,792.94,60.0,58.0
20418-670-60,1,CEFTRIAXONE,801.01,801.01,725.37,725.37,30.0,33.0
20431-389-92,1,BELLADONNA-OPIUM,324.48,324.48,278.49,278.49,30.0,24.0
20453-146-22,1,ZMAX,239.55,239.55,164.8,164.8,30.0,26.0
20520-865-13,1,FIORICET WITH CODEINE,560.23,560.23,429.83,429.83,30.0,36.0
20533-611-14,1,HYCET,652.75,652.75,495.41,495.41,90.0,85.0
20535-722-63,1,ERYTHROMYCIN,341.67,341.67,234.78,234.78,30.0,31.0
20537-968-42,1,CEFAZOLIN SODIUM-DEXTROSE,180.14,180.14,144.38,144.38,30.0,28.0
20561-930-95,1,VANCOMYCIN HCL-D5W,793.02,793.02,750.84,750.84,60.0,56.0
20662-403-38,1,MOLINDONE HCL,352.02,352.02,255.97,255.97,60.0,76.0
20679-378-49,1,XTAMPZA ER,420.41,420.41,347.14,347.14,30.0,43.0
20716-954-28,1,CLEOCIN PHOSPHATE,2031.04,2031.04,1401.83,1401.83,60.0,84.0
20741-615-16,1,ERYTHROMYCIN ETHYLSUCCINATE,2072.65,2072.65,1249.32,1249.32,60.0,90.0
20811-771-25,1,PERPHENAZINE,499.41,499.41,419.26,419.26,30.0,44.0
20817-776-60,1,ABILIFY ASIMTUFII,591.56,591.56,455.77,455.77,30.0,44.0
20854-688-40,1,FIORINAL WITH CODEINE #3,372.42,372.42,247.7,247.7,30.0,41.0
20885-524-66,1,TREZIX,1308.04,1308.04,794.69,794.69,60.0,58.0
20908-969-47,1,CEFDINIR,637.98,637.98,471.68,471.68,30.0,33.0
20940-497-48,1,PERPHENAZINE-AMITRIPTYLINE,583.74,583.74,397.78,397.78,60.0,63.0
20963-417-23,1,ERYTHROMYCIN-SULFISOXAZOLE,896.22,896.22,728.16,728.16,30.0,39.0
20989-274-38,1,VANCOMYCIN HCL,335.95,335.95,273.48,273.48,30.0,31.0
21147-986-85,1,VIBRAMYCIN,2202.84,2202.84,1741.18,1741.18,90.0,103.0
21166-977-36,1,CEFTAZIDIME,32.34,32.34,29.65,29.65,30.0,32.0
21217-375-86,1,FENTANYL CITRATE,421.31,421.31,370.2,370.2,60.0,55.0
21266-828-10,1,SEGLENTIS,549.3,549.3,430.97,430.97,30.0,44.0
21312-389-87,1,TOBI PODHALER,2026.88,2026.88,1595.07,1595.07,60.0,82.0
21325-742-59,1,OXYCODONE-ASPIRIN,378.9,378.9,346.01,346.01,30.0,26.0
21327-481-39,1,THIOTHIXENE,256.83,256.83,182.33,182.33,30.0,29.0
21383-494-84,1,SOLOSEC,1675.54,1675.54,1357.29,1357.29,60.0,80.0
21387-391-88,1,CEFTAZIDIME,1024.12,1024.12,910.39,910.39,30.0,44.0
21458-303-97,1,CEFOXITIN SODIUM,516.51,516.51,329.44,329.44,30.0,30.0
21470-936-27,1,FLAGYL,437.51,437.51,285.47,285.47,60.0,52.0
21536-151-84,1,OFLOXACIN,103.88,103.88,92.32,92.32,60.0,54.0
21597-273-57,1,VANCOMYCIN HCL,117.21,117.21,83.85,83.85,30.0,38.0
21611-228-89,1,CEFAZOLIN SODIUM-DEXTROSE,564.92,564.92,520.06,520.06,60.0,53.0
21690-925-83,2,MONODOX,2112.6,2112.6,1272.18,1272.18,60.0,86.0
21733-172-11,1,VANCOMYCIN HCL,343.51,343.51,306.18,306.18,30.0,29.0
21736-842-15,1,OXACILLIN,301.03,301.03,190.56,190.56,90.0,119.0
21799-581-49,1,ERYPED 200,373.71,373.71,261.99,261.99,30.0,32.0
21800-918-38,1,ASCOMP WITH CODEINE,104.63,104.63,81.8,81.8,30.0,39.0
21818-830-78,1,ABILIFY ASIMTUFII,101.73,101.73,68.26,68.26,90.0,132.0
21895-627-10,1,ACETAMINOPH-CAFF-DIHYDROCODEIN,64.71,64.71,39.51,39.51,30.0,25.0
21910-702-19,1,ARIPIPRAZOLE,737.65,737.65,512.65,512.65,30.0,35.0
21911-355-44,1,ZOSYN,656.62,656.62,546.71,546.71,60.0,62.0
21977-565-63,1,CEFAZOLIN SODIUM-DEXTROSE,1695.24,1695.24,1336.12,1336.12,60.0,79.0
22012-673-65,1,DORYX MPC,466.17,466.17,308.1,308.1,30.0,29.0
22036-533-44,1,ABILIFY DISCMELT,916.74,916.74,584.97,584.97,30.0,44.0
22060-897-48,1,HYDROCODONE BIT-IBUPROFEN,55667.4825571882,55667.4825571882,520.32,520.32,30.0,34.0
22083-360-34,1,CLINDAMYCIN (PEDIATRIC),307.76,307.76,215.24,215.24,30.0,42.0
22186-856-30,1,TREZIX,212.16,212.16,149.96,149.96,30.0,40.0
22188-915-27,1,INVEGA TRINZA,436.32,436.32,290.3,290.3,30.0,32.0
22210-461-83,1,DOLOPHINE HCL,906.06,906.06,715.11,715.11,90.0,86.0
22242-962-41,1,CEFEPIME,470.05,470.05,323.01,323.01,30.0,29.0
22292-229-50,1,GEODON,208.91,208.91,185.28,185.28,30.0,40.0
22354-239-13,1,XERAVA,2182.69,2182.69,1538.81,1538.81,90.0,108.0
22379-105-46,1,PENICILLIN V POTASSIUM,798.64,798.64,519.36,519.36,90.0,96.0
22398-434-10,1,CIPRO,689.27,689.27,526.78,526.78,60.0,63.0
22402-317-33,1,VANCOMYCIN HCL,1159.4,1159.4,777.37,777.37,60.0,79.0
22402-588-67,1,BACTRIM DS,728.15,728.15,486.8,486.8,30.0,44.0
22436-501-18,1,REPREXAIN,1821.34,1821.34,1697.93,1697.93,90.0,109.0
22467-987-20,1,EXALGO,535.7,535.7,370.04,370.04,30.0,27.0
22494-437-75,1,LEVOFLOXACIN-D5W,1247.48,1247.48,892.85,892.85,60.0,59.0
22499-374-22,1,HYSINGLA ER,82.07,82.07,49.52,49.52,30.0,32.0
22502-573-58,1,ENDODAN,162.72,162.72,129.8,129.8,60.0,53.0
22506-940-24,1,SEPTRA DS,345.48,345.48,327.55,327.55,60.0,79.0
22533-969-19,1,CEFACLOR ER,1590.56,1590.56,1294.39,1294.39,90.0,125.0
22549-302-60,1,ZYPREXA ZYDIS,739.57,739.57,519.61,519.61,60.0,77.0
22566-285-59,1,SPECTRACEF,59.93,59.93,42.21,42.21,30.0,25.0
22581-925-52,1,AZTREONAM,140.82,140.82,86.86,86.86,30.0,41.0
22621-112-76,1,BELBUCA,2381.72,2381.72,2173.77,2173.77,90.0,108.0
22634-128-12,1,XTAMPZA ER,512.38,512.38,445.19,445.19,30.0,42.0
22666-513-40,1,PFIZERPEN,237.89,237.89,149.08,149.08,30.0,30.0
22669-587-58,1,LINEZOLID-0.9% NACL,114.28,114.28,107.4,107.4,30.0,31.0
22678-229-66,1,NITROFURANTOIN MONO-MACRO,614.07,614.07,443.4,443.4,30.0,35.0
22684-484-89,1,MORPHINE SULFATE ER,291.46,291.46,262.88,262.88,30.0,45.0
22695-547-77,1,BELBUCA,208.47,208.47,142.95,142.95,90.0,105.0
22731-679-31,1,VANCOMYCIN HCL-D5W,2419.78,2419.78,1609.91,1609.91,90.0,106.0
22747-536-44,1,XTAMPZA ER,499.89,499.89,360.14,360.14,30.0,32.0
22798-146-48,1,DORIBAX,794.1,794.1,695.27,695.27,90.0,84.0
22805-936-50,1,AMOXICILLIN,280.27,280.27,222.45,222.45,30.0,29.0
22815-977-96,1,RISPERIDONE ER,506.52,506.52,393.37,393.37,30.0,27.0
22831-170-77,1,UZEDY,263.93,263.93,167.0,167.0,30.0,38.0
22831-466-77,1,LEVAQUIN,519.56,519.56,461.35,461.35,30.0,41.0
22835-110-24,1,FORTAZ,100.29,100.29,82.03,82.03,30.0,30.0
22858-707-34,1,ASA-BUTALB-CAFFEINE-CODEINE,244.69,244.69,199.5,199.5,30.0,41.0
22869-962-79,1,PRIMLEV,143.82,143.82,123.73,123.73,30.0,25.0
22880-773-81,1,DISKETS,481.88,481.88,451.43,451.43,30.0,41.0
22972-935-21,1,ERYTHROMYCIN-SULFISOXAZOLE,745.88,745.88,454.55,454.55,60.0,90.0
23091-682-42,2,CEFAZOLIN,852.86,852.86,670.31,670.31,30.0,38.0
23116-186-68,1,OXYCODONE HCL-ASPIRIN,602.54,602.54,407.43,407.43,90.0,100.0
23136-429-32,1,EXALGO,1698.87,1698.87,1164.36,1164.36,60.0,89.0
23158-610-50,1,CEFAZOLIN SODIUM,570.99,570.99,421.28,421.28,30.0,28.0
23186-809-32,1,E.E.S. 200,334.59,334.59,276.72,276.72,30.0,39.0
23230-629-74,1,CEFTAZIDIME,176.76,176.76,113.18,113.18,30.0,31.0
23273-636-69,1,AUGMENTIN XR,210.24,210.24,196.26,196.26,90.0,100.0
23297-930-76,1,OXYCODONE HCL-IBUPROFEN,476.47,476.47,322.42,322.42,60.0,72.0
23305-554-74,1,CIPRO,651.05,651.05,590.68,590.68,30.0,31.0
23335-853-15,1,ROXICODONE,485.41,485.41,394.38,394.38,30.0,27.0
23433-871-92,1,CEFIXIME,778.99,778.99,475.93,475.93,30.0,35.0
23439-285-71,1,INVEGA SUSTENNA,21.79,21.79,15.53,15.53,30.0,26.0
23472-302-41,1,INVEGA TRINZA,198.55,198.55,147.66,147.66,30.0,25.0
23505-220-89,1,LINEZOLID-D5W,281.74,281.74,220.0,220.0,30.0,33.0
23514-376-27,1,OXYCONTIN,673.76,673.76,481.18,481.18,30.0,34.0
23544-787-35,1,PRIMLEV,162.92,162.92,149.03,149.03,60.0,61.0
23624-671-24,1,AUGMENTIN,55.5,55.5,44.77,44.77,30.0,42.0
23633-607-81,1,SEROQUEL,242.65,242.65,226.7,226.7,30.0,43.0
23667-885-90,1,FLUPHENAZINE HCL,365.5,365.5,253.28,253.28,30.0,30.0
23692-812-76,1,XARTEMIS XR,513.94,513.94,411.55,411.55,30.0,27.0
23717-778-49,1,CEFOTETAN & DEXTROSE,191.34,191.34,144.74,144.74,30.0,30.0
23741-765-58,1,ENDODAN,623.18,623.18,375.18,375.18,30.0,36.0
23764-173-74,1,FACTIVE,681.71,681.71,567.35,567.35,30.0,39.0
23818-428-66,1,ENDOCET,1052.09,1052.09,701.03,701.03,60.0,66.0
23856-771-58,1,CLOZARIL,55.12,55.12,40.36,40.36,30.0,32.0
23903-590-59,1,CHLORPROMAZINE HCL,490.15,490.15,459.18,459.18,30.0,25.0
23916-663-32,1,AUGMENTIN XR,579.54,579.54,378.6,378.6,30.0,44.0
23960-403-63,1,CLINDAMYCIN PHOSPHATE,435.27,435.27,265.97,265.97,30.0,34.0
23967-427-39,1,CEFAZOLIN SODIUM,779.67,779.67,588.35,588.35,30.0,33.0
24014-172-88,1,ERTAPENEM,263.76,263.76,212.64,212.64,30.0,33.0
24075-457-31,1,VANCOMYCIN,1007.52,1007.52,785.9,785.9,60.0,79.0
24136-576-60,1,METRONIDAZOLE,667.78,667.78,434.3,434.3,30.0,27.0
24148-765-22,1,CARISOPRODOL COMPOUND-CODEINE,1082.57,1082.57,1002.4,1002.4,60.0,51.0
24179-288-60,1,NUCYNTA ER,464.59,464.59,433.49,433.49,30.0,30.0
24212-128-37,1,NUCYNTA,1095.1,1095.1,696.02,696.02,30.0,44.0
24291-663-40,1,STREPTOMYCIN SULFATE,532.9,532.9,443.76,443.76,30.0,24.0
24358-714-64,1,OKEBO,2374.35,2374.35,1443.57,1443.57,90.0,114.0
24375-348-62,1,OXACILLIN,556.79,556.79,505.67,505.67,30.0,28.0
24413-963-54,1,CEFOXITIN SODIUM,54.29,54.29,36.59,36.59,30.0,29.0
24417-863-18,1,BUTORPHANOL TARTRATE,1247.23,1247.23,1183.06,1183.06,60.0,78.0
24473-115-54,1,ERY-TAB,400.69,400.69,368.77,368.77,30.0,36.0
24473-485-35,1,LORCET HD,565.66,565.66,452.21,452.21,30.0,39.0
24496-892-64,1,MONODOX,72.75,72.75,62.38,62.38,90.0,117.0
24503-530-23,1,AMPICILLIN TRIHYDRATE,82.95,82.95,75.73,75.73,30.0,28.0
24506-975-16,1,ARISTADA INITIO,827.82,827.82,654.94,654.94,30.0,43.0
24534-132-51,1,TETRACYCLINE HCL,460.16,460.16,424.16,424.16,30.0,26.0
24600-290-65,1,CEFTAZIDIME,345.68,345.68,246.82,246.82,30.0,24.0
24630-150-28,1,METRO IV,307.46,307.46,217.99,217.99,30.0,26.0
24791-487-57,1,FORTAZ,369.31,369.31,457.73,237.62,30.0,27.0
24793-879-87,1,LINCOMYCIN HCL,368.24,368.24,247.13,247.13,30.0,39.0
24796-244-49,1,DEMECLOCYCLINE HCL,204.84,204.84,143.68,143.68,30.0,41.0
24837-813-96,2,NOROXIN,249.5,249.5,179.9,179.9,90.0,107.0
24861-261-13,1,TINDAMAX,587.11,587.11,378.98,378.98,30.0,41.0
24959-444-17,1,RECARBRIO,822.65,822.65,555.77,555.77,60.0,64.0
25025-486-28,1,VANCOMYCIN HCL-D5W,152.75,152.75,96.44,96.44,30.0,30.0
25053-166-59,1,SYMBYAX,972.99,972.99,630.31,630.31,30.0,40.0
25067-581-63,1,ZAMICET,1304.14,1304.14,1214.01,1214.01,60.0,72.0
25085-978-42,1,METRONIDAZOLE,2813.33,2813.33,2101.42,2101.42,90.0,133.0
25160-533-23,1,ADOXA,417.99,417.99,283.02,283.02,30.0,33.0
25181-147-37,1,HALOPERIDOL,644.01,644.01,502.79,502.79,30.0,34.0
25201-382-58,1,UNASYN,1120.27,1120.27,743.66,743.66,60.0,73.0
25244-845-30,1,ZINACEF,471.68,471.68,332.44,332.44,60.0,76.0
25258-764-48,1,SPECTRACEF,235.29,235.29,175.9,175.9,30.0,43.0
25274-168-97,1,CLOZARIL,482.29,482.29,433.11,433.11,30.0,25.0
25323-849-36,1,CLOZAPINE,250.03,250.03,203.47,203.47,30.0,29.0
25352-176-36,1,FOSFOMYCIN TROMETHAMINE,288.42,288.42,174.74,174.74,30.0,29.0
25397-273-33,1,ZYVOX,659.16,659.16,428.65,428.65,90.0,97.0
25405-686-23,1,DOXYCYCLINE MONOHYDRATE,1018.84,1018.84,806.37,806.37,60.0,54.0
25501-338-30,1,CLOZARIL,743.53,743.53,-516.85,516.85,30.0,40.0
25503-530-86,1,BUTALBITAL COMPOUND-CODEINE,630.44,630.44,534.48,534.48,30.0,27.0
25506-515-18,1,AVELOX IV,861.13,861.13,800.26,800.26,90.0,117.0
25553-451-76,1,AUGMENTIN XR,624.44,624.44,423.23,423.23,90.0,119.0
25558-146-58,1,VICODIN ES,184.47,184.47,137.88,137.88,30.0,24.0
25601-808-71,1,AVINZA,526.66,526.66,353.15,353.15,30.0,42.0
25636-825-69,1,CLINDAMYCIN PHOSPHATE-D5W,967.04,967.04,784.3,784.3,60.0,61.0
25673-549-35,1,TARGADOX,1343.89,1343.89,1161.33,1161.33,90.0,130.0
25686-914-81,1,CEFOTETAN,2856.15,2856.15,2358.69,2358.69,90.0,128.0
25717-583-47,1,HALDOL,291.89,291.89,234.59,234.59,30.0,38.0
25728-416-88,1,LEVOFLOXACIN-D5W,445.07,445.07,420.12,420.12,30.0,30.0
25741-596-15,1,ACTIQ,823.8,823.8,559.15,559.15,30.0,44.0
25761-386-49,1,MACROBID,810.58,810.58,728.33,728.33,60.0,88.0
25873-335-30,1,SUBSYS,185.94,185.94,154.03,154.03,60.0,66.0
25911-243-39,1,PRIMAXIN,857.48,857.48,635.41,635.41,90.0,92.0
25916-697-57,1,RISPERDAL CONSTA,1759.37,1759.37,1276.57,1276.57,60.0,71.0
26006-472-75,1,STAGESIC,711.62,711.62,457.51,457.51,30.0,30.0
26051-608-39,1,SYNERCID,79.74,79.74,50.96,50.96,30.0,31.0
26059-596-42,1,CEFDITOREN PIVOXIL,1319.24,1319.24,1130.81,1130.81,60.0,85.0
26071-465-23,1,NUZYRA,480.51,480.51,395.3,395.3,30.0,30.0
26087-572-64,1,AUGMENTIN XR,1231.68,1231.68,756.7,756.7,90.0,93.0
26100-209-70,1,DIHYDROCODEIN-ACETAMINOPH-CAFF,2215.85,2215.85,1755.0,1755.0,90.0,99.0
26114-424-61,1,CEFADROXIL,925.86,925.86,618.65,618.65,60.0,53.0
26116-406-69,1,HYDROMORPHONE HCL,360.43,360.43,317.23,317.23,30.0,24.0
26118-210-72,1,ARYMO ER,998.29,998.29,638.93,638.93,90.0,102.0
26164-698-65,1,LINEZOLID-D5W,1423.14,1423.14,1182.46,1182.46,90.0,105.0
26179-591-12,1,INVEGA HAFYERA,75.2,75.2,52.46,52.46,30.0,34.0
26251-923-30,1,NAFCILLIN,397.88,397.88,349.79,349.79,60.0,85.0
26270-899-82,1,AVINZA,594.88,594.88,522.9,522.9,60.0,59.0
26274-954-91,1,HALOPERIDOL,29.47,29.47,59.9,26.23,30.0,37.0
26293-781-63,1,ZIPRASIDONE MESYLATE,87.74,87.74,55.2,55.2,60.0,71.0
26295-215-18,1,DOXYCYCLINE HYCLATE,518.12,518.12,443.05,443.05,30.0,30.0
26307-648-14,1,KETEK,1304.0,1304.0,1203.12,1203.12,90.0,95.0
26362-371-18,1,ROXICODONE,461.8,461.8,345.1,345.1,60.0,65.0
26468-681-40,1,TRAMADOL HCL,226.35,226.35,178.12,178.12,30.0,43.0
26471-454-27,1,BUTALBITAL COMPOUND-CODEINE,352.93,352.93,252.74,252.74,30.0,25.0
26482-507-22,1,ASPIRIN-CAFFEINE-DIHYDROCODEIN,292.99,292.99,202.14,202.14,30.0,33.0
26484-994-69,1,RISPERIDONE ODT,661.93,661.93,573.29,573.29,30.0,45.0
26498-652-73,1,CEFDITOREN PIVOXIL,466.83,466.83,387.18,387.18,90.0,88.0
26503-533-42,1,AMPICILLIN TRIHYDRATE,494.58,494.58,408.57,408.57,30.0,36.0
26504-941-30,1,HALOPERIDOL LACTATE,540.28,540.28,496.57,496.57,30.0,41.0
26535-584-23,1,BUTALB-CAFF-ACETAMINOPH-CODEIN,911.43,911.43,648.16,648.16,30.0,37.0
26554-228-64,1,NORCO,1081.9,1081.9,872.26,872.26,60.0,51.0
26677-630-93,1,FLUPHENAZINE HCL,217.98,217.98,186.33,186.33,30.0,40.0
26730-637-45,1,BIAXIN,1521.82,1521.82,974.52,974.52,60.0,75.0
26747-131-17,1,BELBUCA,1295.69,1295.69,1022.0,1022.0,60.0,52.0
26753-274-38,1,DORIPENEM,431.11,431.11,380.9,380.9,30.0,24.0
26758-174-65,1,BACTRIM,334.57,334.57,233.6,233.6,30.0,29.0
26773-766-70,1,VANCOMYCIN,566.81,566.81,447.67,447.67,30.0,29.0
26774-485-79,1,ASCOMP WITH CODEINE,232.27,232.27,197.87,197.87,30.0,32.0
26797-659-92,1,PERCODAN,243.05,243.05,204.74,204.74,30.0,43.0
26804-432-93,1,MERREM,574.98,574.98,500.94,500.94,30.0,36.0
26870-503-10,1,MINOCYCLINE HCL ER,226.13,226.13,207.87,207.87,90.0,75.0
26888-618-24,1,CEFTAZIDIME,356.09,356.09,296.41,296.41,60.0,73.0
26908-260-62,1,CLARITHROMYCIN,149.41,149.41,99.04,99.04,30.0,33.0
26927-479-35,1,CIPROFLOXACIN-D5W,452.54,452.54,386.34,386.34,30.0,32.0
26937-753-94,1,BELLADONNA-OPIUM,48.93,48.93,45.76,45.76,30.0,27.0
26953-761-69,1,CLOZAPINE,142.2,142.2,120.49,120.49,30.0,30.0
26961-761-64,1,ARIKAYCE,472.28,472.28,401.38,401.38,30.0,25.0
26973-493-32,1,AVELOX IV,1232.99,1232.99,1040.59,1040.59,60.0,84.0
27014-574-82,1,OXYMORPHONE HCL,594.68,594.68,403.47,403.47,30.0,30.0
27014-925-14,1,MEROPENEM-0.9% NACL,184.42,184.42,157.86,157.86,30.0,41.0
27064-213-23,1,CONZIP,303.94,303.94,212.53,212.53,30.0,41.0
27120-567-70,1,HYDROCODONE-ACETAMINOPHEN,315.3,315.3,210.06,210.06,30.0,27.0
27147-846-22,1,MOXATAG,1571.09,1571.09,1466.65,1466.65,60.0,81.0
27148-976-25,1,CIPROFLOXACIN HCL,830.88,830.88,583.33,583.33,30.0,45.0
27193-757-45,1,ZIPRASIDONE HCL,604.92,604.92,443.41,443.41,30.0,33.0
27200-259-63,1,LINEZOLID-D5W,69.77,69.77,64.66,64.66,30.0,31.0
27272-124-19,1,BIAXIN XL,362.18,362.18,313.6,313.6,30.0,27.0
27327-243-90,1,AVYCAZ,1346.73,1346.73,1093.54,1093.54,60.0,85.0
27368-576-90,1,CEFTRIAXONE,906.36,906.36,647.95,647.95,30.0,43.0
27406-992-10,1,BIAXIN,580.42,580.42,378.62,378.62,30.0,37.0
27408-267-40,1,AVELOX ABC PACK,796.11,796.11,578.45,578.45,30.0,35.0
27434-725-53,1,ZYDONE,582.52,582.52,404.88,404.88,30.0,24.0
