Provider_NPI,Predominant_Record_Type,Total_Records,Flagged_Records,Flagged_Record_Percentage,ML_Anomaly_Count,Statistical_Anomaly_Count,Rule_Violation_Count,Consensus_Level_2_Count,Consensus_Level_3_Count,High_Risk_Record_Count,Critical_Risk_Record_Count,Average_Risk_Score,Maximum_Risk_Score,Denial_Rate_Percentage,Provider_Risk_Level,Provider_Status,Primary_Risk_Factors,Provider_Explanation
1285836080,MEDICAL_CLAIM,2,1,50.0,0,1,2,1,0,0,1,39.45,75.41,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,1 critical-risk records; 50.0% flagged records; Average claim risk score = 39.5,"Provider NPI 1285836080 submitted 2 claims, of which 1 (50.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 1 critical-risk records, flagged claim proportion of 50.0% exceeds 10%, average claim risk score is 39.5. Pattern-level investigation is recommended."
1003437344,MEDICAL_CLAIM,4,2,50.0,0,2,3,1,0,0,1,35.42,94.63,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,1 critical-risk records; 50.0% flagged records; Average claim risk score = 35.4,"Provider NPI 1003437344 submitted 4 claims, of which 2 (50.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 1 critical-risk records, flagged claim proportion of 50.0% exceeds 10%, average claim risk score is 35.4. Pattern-level investigation is recommended."
1114171949,MEDICAL_CLAIM,4,1,25.0,0,2,2,1,0,0,1,27.67,75.07,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,1 critical-risk records; 25.0% flagged records,"Provider NPI 1114171949 submitted 4 claims, of which 1 (25.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 1 critical-risk records, flagged claim proportion of 25.0% exceeds 10%. Pattern-level investigation is recommended."
UNKNOWN_PROVIDER,PHARMACY_CLAIM,60,39,65.0,18,25,20,13,5,12,0,35.56,69.96,12.73,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,12 high-risk records; 65.0% flagged records; Average claim risk score = 35.6,"Provider NPI UNKNOWN_PROVIDER submitted 60 claims, of which 39 (65.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 12 high-risk records, flagged claim proportion of 65.0% exceeds 10%, average claim risk score is 35.6. Pattern-level investigation is recommended."
1265532915,MEDICAL_CLAIM,15,15,100.0,0,15,14,14,0,9,0,52.31,61.89,6.67,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,9 high-risk records; 100.0% flagged records; Average claim risk score = 52.3,"Provider NPI 1265532915 submitted 15 claims, of which 15 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 9 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 52.3. Pattern-level investigation is recommended."
1992880736,MEDICAL_CLAIM,19,17,89.47,0,19,17,16,0,8,0,48.27,65.09,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,8 high-risk records; 89.5% flagged records; Average claim risk score = 48.3,"Provider NPI 1992880736 submitted 19 claims, of which 17 (89.5%) were flagged as high-risk. This provider is flagged for REVIEW because of: 8 high-risk records, flagged claim proportion of 89.5% exceeds 10%, average claim risk score is 48.3. Pattern-level investigation is recommended."
1619351160,MEDICAL_CLAIM,23,23,100.0,0,23,10,10,0,8,0,40.52,52.88,4.35,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,8 high-risk records; 100.0% flagged records; Average claim risk score = 40.5,"Provider NPI 1619351160 submitted 23 claims, of which 23 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 8 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 40.5. Pattern-level investigation is recommended."
1538349469,MEDICAL_CLAIM,47,35,74.47,0,30,35,18,0,8,0,36.31,64.48,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,8 high-risk records; 74.5% flagged records; Average claim risk score = 36.3,"Provider NPI 1538349469 submitted 47 claims, of which 35 (74.5%) were flagged as high-risk. This provider is flagged for REVIEW because of: 8 high-risk records, flagged claim proportion of 74.5% exceeds 10%, average claim risk score is 36.3. Pattern-level investigation is recommended."
1215332762,MEDICAL_CLAIM,27,22,81.48,0,26,13,13,0,6,0,38.16,58.32,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,6 high-risk records; 81.5% flagged records; Average claim risk score = 38.2,"Provider NPI 1215332762 submitted 27 claims, of which 22 (81.5%) were flagged as high-risk. This provider is flagged for REVIEW because of: 6 high-risk records, flagged claim proportion of 81.5% exceeds 10%, average claim risk score is 38.2. Pattern-level investigation is recommended."
1003866740,MEDICAL_CLAIM,10,9,90.0,0,10,7,7,0,5,0,46.76,65.78,10.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,5 high-risk records; 90.0% flagged records; Average claim risk score = 46.8,"Provider NPI 1003866740 submitted 10 claims, of which 9 (90.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 5 high-risk records, flagged claim proportion of 90.0% exceeds 10%, average claim risk score is 46.8. Pattern-level investigation is recommended."
1467430124,MEDICAL_CLAIM,24,22,91.67,0,23,20,17,2,5,0,45.88,73.22,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,5 high-risk records; 91.7% flagged records; Average claim risk score = 45.9,"Provider NPI 1467430124 submitted 24 claims, of which 22 (91.7%) were flagged as high-risk. This provider is flagged for REVIEW because of: 5 high-risk records, flagged claim proportion of 91.7% exceeds 10%, average claim risk score is 45.9. Pattern-level investigation is recommended."
1861686776,MEDICAL_CLAIM,4,4,100.0,0,4,4,4,0,4,0,73.93,74.58,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,4 high-risk records; 100.0% flagged records; Average claim risk score = 73.9,"Provider NPI 1861686776 submitted 4 claims, of which 4 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 4 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 73.9. Pattern-level investigation is recommended."
1013105568,MEDICAL_CLAIM,4,4,100.0,1,4,4,3,1,4,0,68.49,73.68,25.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,4 high-risk records; 100.0% flagged records; Average claim risk score = 68.5; Empirical claim denial rate = 25.0%,"Provider NPI 1013105568 submitted 4 claims, of which 4 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 4 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 68.5. Pattern-level investigation is recommended."
1881836195,MEDICAL_CLAIM,6,6,100.0,0,6,5,5,0,4,0,50.97,68.2,16.67,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,4 high-risk records; 100.0% flagged records; Average claim risk score = 51.0,"Provider NPI 1881836195 submitted 6 claims, of which 6 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 4 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 51.0. Pattern-level investigation is recommended."
1689760092,MEDICAL_CLAIM,8,8,100.0,0,8,4,4,0,4,0,44.53,74.93,14.29,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,4 high-risk records; 100.0% flagged records; Average claim risk score = 44.5,"Provider NPI 1689760092 submitted 8 claims, of which 8 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 4 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.5. Pattern-level investigation is recommended."
1578928826,MEDICAL_CLAIM,9,7,77.78,0,6,6,4,0,4,0,39.47,65.13,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,4 high-risk records; 77.8% flagged records; Average claim risk score = 39.5,"Provider NPI 1578928826 submitted 9 claims, of which 7 (77.8%) were flagged as high-risk. This provider is flagged for REVIEW because of: 4 high-risk records, flagged claim proportion of 77.8% exceeds 10%, average claim risk score is 39.5. Pattern-level investigation is recommended."
1104288976,MEDICAL_CLAIM,37,27,72.97,0,12,21,21,0,4,0,33.33,59.72,2.7,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,4 high-risk records; 73.0% flagged records,"Provider NPI 1104288976 submitted 37 claims, of which 27 (73.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 4 high-risk records, flagged claim proportion of 73.0% exceeds 10%. Pattern-level investigation is recommended."
1184670663,MEDICAL_CLAIM,10,4,40.0,0,3,7,3,0,4,0,32.8,73.7,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,4 high-risk records; 40.0% flagged records,"Provider NPI 1184670663 submitted 10 claims, of which 4 (40.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 4 high-risk records, flagged claim proportion of 40.0% exceeds 10%. Pattern-level investigation is recommended."
1861563439,MEDICAL_CLAIM,3,3,100.0,0,3,3,3,0,3,0,64.91,73.55,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 100.0% flagged records; Average claim risk score = 64.9,"Provider NPI 1861563439 submitted 3 claims, of which 3 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 64.9. Pattern-level investigation is recommended."
1598152019,MEDICAL_CLAIM,3,3,100.0,0,3,3,3,0,3,0,61.61,64.56,33.33,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 100.0% flagged records; Average claim risk score = 61.6; Empirical claim denial rate = 33.3%,"Provider NPI 1598152019 submitted 3 claims, of which 3 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 61.6. Pattern-level investigation is recommended."
1427418276,MEDICAL_CLAIM,3,3,100.0,0,3,3,3,0,3,0,60.05,62.21,33.33,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 100.0% flagged records; Average claim risk score = 60.1; Empirical claim denial rate = 33.3%,"Provider NPI 1427418276 submitted 3 claims, of which 3 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 60.0. Pattern-level investigation is recommended."
1891005047,MEDICAL_CLAIM,5,5,100.0,1,5,3,2,1,3,0,54.0,67.25,20.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 100.0% flagged records; Average claim risk score = 54.0,"Provider NPI 1891005047 submitted 5 claims, of which 5 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 54.0. Pattern-level investigation is recommended."
1801284443,MEDICAL_CLAIM,6,6,100.0,0,6,6,4,0,3,0,50.96,73.3,16.67,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 100.0% flagged records; Average claim risk score = 51.0,"Provider NPI 1801284443 submitted 6 claims, of which 6 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 51.0. Pattern-level investigation is recommended."
1780879023,MEDICAL_CLAIM,6,6,100.0,1,6,4,5,0,3,0,49.13,58.51,16.67,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 100.0% flagged records; Average claim risk score = 49.1,"Provider NPI 1780879023 submitted 6 claims, of which 6 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 49.1. Pattern-level investigation is recommended."
1114074622,MEDICAL_CLAIM,7,5,71.43,0,2,9,3,0,3,0,47.76,74.78,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 71.4% flagged records; Average claim risk score = 47.8,"Provider NPI 1114074622 submitted 7 claims, of which 5 (71.4%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 71.4% exceeds 10%, average claim risk score is 47.8. Pattern-level investigation is recommended."
1972135390,MEDICAL_CLAIM,6,5,83.33,0,6,5,5,0,3,0,46.74,54.95,16.67,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 83.3% flagged records; Average claim risk score = 46.7,"Provider NPI 1972135390 submitted 6 claims, of which 5 (83.3%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 83.3% exceeds 10%, average claim risk score is 46.7. Pattern-level investigation is recommended."
1427593896,MEDICAL_CLAIM,7,6,85.71,0,7,4,4,0,3,0,43.21,57.66,14.29,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 85.7% flagged records; Average claim risk score = 43.2,"Provider NPI 1427593896 submitted 7 claims, of which 6 (85.7%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 85.7% exceeds 10%, average claim risk score is 43.2. Pattern-level investigation is recommended."
1447544010,MEDICAL_CLAIM,9,6,66.67,0,5,6,1,0,3,0,35.24,65.08,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 66.7% flagged records; Average claim risk score = 35.2,"Provider NPI 1447544010 submitted 9 claims, of which 6 (66.7%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 66.7% exceeds 10%, average claim risk score is 35.2. Pattern-level investigation is recommended."
1669840633,MEDICAL_CLAIM,12,7,58.33,0,7,7,2,0,3,0,34.11,73.79,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 58.3% flagged records,"Provider NPI 1669840633 submitted 12 claims, of which 7 (58.3%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 58.3% exceeds 10%. Pattern-level investigation is recommended."
1124430319,MEDICAL_CLAIM,20,10,50.0,0,9,16,2,0,3,0,30.67,74.53,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 50.0% flagged records,"Provider NPI 1124430319 submitted 20 claims, of which 10 (50.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 50.0% exceeds 10%. Pattern-level investigation is recommended."
1548788771,MEDICAL_CLAIM,15,8,53.33,1,5,8,1,0,3,0,29.26,73.46,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 53.3% flagged records,"Provider NPI 1548788771 submitted 15 claims, of which 8 (53.3%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 53.3% exceeds 10%. Pattern-level investigation is recommended."
1811975535,MEDICAL_CLAIM,9,6,66.67,0,6,2,0,0,3,0,29.16,50.59,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 66.7% flagged records,"Provider NPI 1811975535 submitted 9 claims, of which 6 (66.7%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 66.7% exceeds 10%. Pattern-level investigation is recommended."
1053482273,MEDICAL_CLAIM,51,31,60.78,1,13,36,1,0,3,0,28.07,66.78,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,3 high-risk records; 60.8% flagged records,"Provider NPI 1053482273 submitted 51 claims, of which 31 (60.8%) were flagged as high-risk. This provider is flagged for REVIEW because of: 3 high-risk records, flagged claim proportion of 60.8% exceeds 10%. Pattern-level investigation is recommended."
1477741999,MEDICAL_CLAIM,2,2,100.0,0,2,2,2,0,2,0,74.22,74.52,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,2 high-risk records; 100.0% flagged records; Average claim risk score = 74.2,"Provider NPI 1477741999 submitted 2 claims, of which 2 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 2 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 74.2. Pattern-level investigation is recommended."
1639593338,MEDICAL_CLAIM,2,2,100.0,0,1,4,2,0,2,0,71.9,74.87,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,2 high-risk records; 100.0% flagged records; Average claim risk score = 71.9,"Provider NPI 1639593338 submitted 2 claims, of which 2 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 2 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 71.9. Pattern-level investigation is recommended."
1285683045,MEDICAL_CLAIM,2,2,100.0,0,2,2,2,0,2,0,70.84,74.81,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,2 high-risk records; 100.0% flagged records; Average claim risk score = 70.8,"Provider NPI 1285683045 submitted 2 claims, of which 2 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 2 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 70.8. Pattern-level investigation is recommended."
1908045857,PHARMACY_CLAIM,2,2,100.0,2,2,2,0,2,2,0,69.94,69.94,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,2 high-risk records; 100.0% flagged records; Average claim risk score = 69.9,"Provider NPI 1908045857 submitted 2 claims, of which 2 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: 2 high-risk records, flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 69.9. Pattern-level investigation is recommended."
